iteration,temp,current_cost,best_cost
100,0.95,1.00173,0.993052
200,0.857375,1.02039,0.993052
300,0.773781,1.03948,0.993052
400,0.698337,1.05858,0.993052
500,0.630249,1.05987,0.993052
600,0.5688,1.059,0.993052
700,0.513342,1.17006,0.993052
800,0.463291,1.23252,0.993052
900,0.41812,1.22774,0.993052
1000,0.377354,1.25157,0.993052
1100,0.340562,1.25808,0.993052
1200,0.307357,1.25851,0.993052
1300,0.27739,1.28238,0.993052
1400,0.250344,1.35269,0.993052
1500,0.225936,1.37092,0.993052
1600,0.203907,1.33967,0.993052
1700,0.184026,1.34531,0.993052
1800,0.166083,1.36875,0.993052
1900,0.14989,1.32969,0.993052
2000,0.135276,1.29323,0.993052
2100,0.122087,1.30625,0.993052
2200,0.110183,1.30972,0.993052
2300,0.0994403,1.30451,0.993052
2400,0.0897448,1.24722,0.993052
2500,0.0809947,1.26024,0.993052
2600,0.0730977,1.27326,0.993052
2700,0.0659707,1.27065,0.993052
2800,0.0595386,1.26848,0.993052
2900,0.0537335,1.26848,0.993052
3000,0.0484945,1.29192,0.993052
3100,0.0437663,1.28411,0.993052
3200,0.0394991,1.27152,0.993052
3300,0.0356479,1.28584,0.993052
3400,0.0321723,1.29886,0.993052
3500,0.0290355,1.31231,0.993052
3600,0.0262045,1.27628,0.993052
3700,0.0236496,1.30753,0.993052
3800,0.0213437,1.3288,0.993052
3900,0.0192627,1.33184,0.993052
4000,0.0173846,1.33184,0.993052
4100,0.0156896,1.311,0.993052
4200,0.0141599,1.30059,0.993052
4300,0.0127793,1.28409,0.993052
4400,0.0115333,1.28148,0.993052
4500,0.0104088,1.27974,0.993052
4600,0.00939395,1.28538,0.993052
4700,0.00847804,1.2932,0.993052
4800,0.00765143,1.30882,0.993052
4900,0.00690541,1.2932,0.993052
5000,0.00623214,1.31142,0.993052
5100,0.0056245,1.30665,0.993052
5200,0.00507611,1.29102,0.993052
