iteration,temp,current_cost,best_cost
100,0.95,1.07433,0.996816
200,0.857375,1.16399,0.996816
300,0.773781,1.20015,0.996816
400,0.698337,1.31994,0.996816
500,0.630249,1.26525,0.996816
600,0.5688,1.33295,0.996816
700,0.513342,1.40992,0.996816
800,0.463291,1.33179,0.996816
900,0.41812,1.39429,0.996816
1000,0.377354,1.29013,0.996816
1100,0.340562,1.18971,0.996816
1200,0.307357,1.23861,0.996816
1300,0.27739,1.2282,0.996816
1400,0.250344,1.32716,0.996816
1500,0.225936,1.33757,0.996816
1600,0.203907,1.36882,0.996816
1700,0.184026,1.34799,0.996816
1800,0.166083,1.36245,0.996816
1900,0.14989,1.4426,0.996816
2000,0.135276,1.39052,0.996816
2100,0.122087,1.41135,0.996816
2200,0.110183,1.41135,0.996816
2300,0.0994403,1.40383,0.996816
2400,0.0897448,1.47153,0.996816
2500,0.0809947,1.42987,0.996816
2600,0.0730977,1.41424,0.996816
2700,0.0659707,1.45793,0.996816
2800,0.0595386,1.42147,0.996816
2900,0.0537335,1.38502,0.996816
3000,0.0484945,1.31296,0.996816
3100,0.0437663,1.35463,0.996816
3200,0.0394991,1.35665,0.996816
3300,0.0356479,1.27853,0.996816
3400,0.0321723,1.28576,0.996816
3500,0.0290355,1.25972,0.996816
3600,0.0262045,1.25972,0.996816
3700,0.0236496,1.25133,0.996816
3800,0.0213437,1.26175,0.996816
3900,0.0192627,1.26695,0.996816
4000,0.0173846,1.23657,0.996816
4100,0.0156896,1.23541,0.996816
4200,0.0141599,1.19577,0.996816
4300,0.0127793,1.19577,0.996816
4400,0.0115333,1.23743,0.996816
4500,0.0104088,1.22383,0.996816
4600,0.00939395,1.21342,0.996816
4700,0.00847804,1.16856,0.996816
4800,0.00765143,1.14252,0.996816
4900,0.00690541,1.16336,0.996816
5000,0.00623214,1.19461,0.996816
5100,0.0056245,1.1269,0.996816
5200,0.00507611,1.12169,0.996816
