iteration,temp,current_cost,best_cost
100,0.95,1.05684,1
200,0.857375,1.03441,1
300,0.773781,1.03049,1
400,0.698337,1.10963,1
500,0.630249,1.1565,1
600,0.5688,1.24446,1
700,0.513342,1.24446,1
800,0.463291,1.34704,1
900,0.41812,1.36266,1
1000,0.377354,1.3236,1
1100,0.340562,1.28887,1
1200,0.307357,1.40808,1
1300,0.27739,1.36902,1
1400,0.250344,1.32215,1
1500,0.225936,1.29191,1
1600,0.203907,1.24503,1
1700,0.184026,1.2841,1
1800,0.166083,1.36323,1
1900,0.14989,1.25791,1
2000,0.135276,1.30579,1
2100,0.122087,1.36931,1
2200,0.110183,1.36931,1
2300,0.0994403,1.29118,1
2400,0.0897448,1.25993,1
2500,0.0809947,1.20524,1
2600,0.0730977,1.23649,1
2700,0.0659707,1.24734,1
2800,0.0595386,1.27961,1
2900,0.0537335,1.24054,1
3000,0.0484945,1.17804,1
3100,0.0437663,1.09992,1
3200,0.0394991,0.997628,0.997628
3300,0.0356479,1.02989,0.989815
3400,0.0321723,0.983015,0.983015
3500,0.0290355,0.986051,0.952777
3600,0.0262045,1.02511,0.952777
3700,0.0236496,0.884489,0.861051
3800,0.0213437,0.868864,0.861051
3900,0.0192627,0.831826,0.768314
4000,0.0173846,0.856275,0.768314
4100,0.0156896,0.785963,0.768314
4200,0.0141599,0.762525,0.762525
4300,0.0127793,0.734312,0.726499
4400,0.0115333,0.626961,0.626961
4500,0.0104088,0.619149,0.619149
4600,0.00939395,0.635786,0.611336
4700,0.00847804,0.636798,0.611336
4800,0.00765143,0.628985,0.611336
4900,0.00690541,0.622185,0.611336
5000,0.00623214,0.607572,0.60656
5100,0.0056245,0.585147,0.577334
5200,0.00507611,0.569522,0.569522
