temperature,avg_cost,max_cost,min_cost
1,0.9721,0.986399,0.955149
0.95,0.981318,1.03429,0.956161
0.9025,0.998088,1.00996,0.978713
0.857375,1.04028,1.05684,0.978713
0.814506,1.06515,1.0891,1.04903
0.773781,1.04376,1.09011,1.02761
0.735092,1.05141,1.06668,1.00531
0.698337,0.968283,1.00531,0.942814
0.66342,0.914168,0.942814,0.903751
0.630249,0.931795,0.990701,0.904763
0.598737,0.958045,0.967263,0.943826
0.5688,0.97603,0.983901,0.967263
0.54036,1.00443,1.05523,0.952651
0.513342,1.05507,1.09429,1.0396
0.487675,1.13476,1.15679,1.07866
0.463291,1.12757,1.14898,1.10991
0.440127,1.15944,1.17241,1.13335
0.41812,1.1848,1.21929,1.1646
0.397214,1.16641,1.19844,1.15157
0.377354,1.1843,1.21711,1.15359
0.358486,1.20054,1.20929,1.17023
0.340562,1.1882,1.20929,1.14679
0.323534,1.16289,1.17804,1.14679
0.307357,1.17679,1.24836,1.14679
0.291989,1.2132,1.25617,1.13117
0.27739,1.13648,1.15461,1.08429
0.26352,1.10507,1.12336,1.06086
0.250344,1.11211,1.13117,1.09211
0.237827,1.15382,1.17804,1.12336
0.225936,1.13973,1.17804,1.10397
0.214639,1.0985,1.11959,1.07272
0.203907,1.12147,1.15865,1.08834
0.193711,1.14865,1.15865,1.10397
0.184026,1.12053,1.13522,1.10397
0.174825,1.11069,1.13522,1.10397
0.166083,1.09834,1.11178,1.08834
0.157779,1.07041,1.09037,1.01224
0.14989,1.08255,1.09818,1.07474
0.142396,1.08219,1.09818,1.06693
0.135276,1.03513,1.06794,1.00544
0.128512,1.00028,1.01325,0.94294
0.122087,0.989972,1.02107,0.935128
0.115982,1.02383,1.02989,1.02107
0.110183,1.04192,1.06114,1.02989
0.104674,1.02885,1.05434,0.976215
0.0994403,0.977465,0.99184,0.96059
0.0944682,0.977777,0.99184,0.968402
0.0897448,0.994808,1.01528,0.984027
0.0852576,1.0034,1.02309,0.99184
0.0809947,1.02418,1.04653,1.00746
0.076945,1.06793,1.0934,1.03871
0.0730977,1.11684,1.16371,1.06996
0.0694428,1.18106,1.18715,1.1559
0.0659707,1.14975,1.17934,1.13246
0.0626722,1.1402,1.1491,1.11785
0.0595386,1.08981,1.14129,1.05738
0.0565616,1.00909,1.073,0.987064
0.0537335,1.01066,1.02613,0.994876
0.0510469,0.97472,1.02613,0.963626
0.0484945,1.00253,1.02613,0.971439
0.0460698,1.03534,1.05738,1.01831
0.0437663,1.05584,1.05839,1.05058
0.041578,1.07787,1.10628,1.05058
0.0394991,1.07518,1.10628,1.06721
0.0375241,1.07194,1.09166,1.0526
0.0356479,1.11721,1.16197,1.09166
0.0338655,1.10281,1.11437,1.05968
0.0321723,1.07297,1.09093,1.05187
0.0305636,1.0831,1.09976,1.06851
0.0290355,1.10632,1.1232,1.09195
0.0275837,1.12413,1.13101,1.11538
0.0262045,1.13632,1.14663,1.13101
0.0248943,1.1121,1.14663,1.09195
0.0236496,1.08538,1.10757,1.07632
0.0224671,1.09345,1.10858,1.08413
0.0213437,1.10922,1.11061,1.10077
0.0202765,1.11425,1.11943,1.11061
0.0192627,1.14909,1.16732,1.11943
0.0182996,1.1492,1.16732,1.12045
0.0173846,1.11966,1.12826,1.11263
0.0165154,1.1092,1.12045,1.09701
0.0156896,1.08904,1.11263,1.06576
0.0149051,1.04404,1.06576,1.01107
0.0141599,1.00404,1.01107,1.00326
0.0134519,0.992008,1.0267,0.972008
0.0127793,0.972945,0.97982,0.972008
0.0121403,0.975917,0.980832,0.972008
0.0115333,0.975199,0.981845,0.97302
0.0109566,0.995595,1.00528,0.981845
0.0104088,1.00841,1.02091,1.00528
0.00988836,1.01341,1.02091,1.00528
0.00939395,0.97997,1.00528,0.96622
0.00892425,0.973919,0.982857,0.959419
0.00847804,0.917857,0.935982,0.889107
0.00805413,0.892232,0.896919,0.889107
0.00765143,0.880513,0.896919,0.873482
0.00726886,0.866451,0.889107,0.810982
0.00690541,0.843343,0.851056,0.818794
0.00656014,0.857463,0.866681,0.851056
0.00623214,0.8684,0.874494,0.858869
0.00592053,0.875744,0.882306,0.874494
0.0056245,0.846681,0.874494,0.835431
0.00534328,0.852931,0.858869,0.851056
0.00507611,0.864806,0.866681,0.858869
