temperature,avg_cost,max_cost,min_cost
1,1.0193,1.05975,0.958186
0.95,1.05781,1.06857,1.04615
0.9025,1.12365,1.13209,1.10865
0.857375,1.17552,1.18677,1.10865
0.814506,1.20787,1.28052,1.17896
0.773781,1.28615,1.29615,1.2649
0.735092,1.26713,1.28935,1.25709
0.698337,1.29513,1.31278,1.28153
0.66342,1.24886,1.28935,1.22843
0.630249,1.20828,1.22944,1.17488
0.598737,1.21712,1.23839,1.1905
0.5688,1.23513,1.25503,1.21495
0.54036,1.33238,1.39667,1.25503
0.513342,1.34412,1.35947,1.33502
0.487675,1.37697,1.43759,1.31259
0.463291,1.41231,1.41517,1.40634
0.440127,1.41173,1.42298,1.39954
0.41812,1.42533,1.46986,1.39173
0.397214,1.46267,1.46986,1.44642
0.377354,1.47658,1.50111,1.43861
0.358486,1.37361,1.43861,1.32923
0.340562,1.35113,1.36931,1.33024
0.323534,1.36831,1.40938,1.32243
0.307357,1.36735,1.41719,1.30782
0.291989,1.34657,1.37813,1.30782
0.27739,1.38376,1.39376,1.37032
0.26352,1.38001,1.39376,1.36251
0.250344,1.35907,1.36251,1.35469
0.237827,1.35751,1.36251,1.34688
0.225936,1.4886,1.51094,1.36251
0.214639,1.52204,1.55001,1.50313
0.203907,1.55657,1.62813,1.50313
0.193711,1.60485,1.63594,1.55001
0.184026,1.54688,1.55001,1.53438
0.174825,1.56329,1.63594,1.55001
0.166083,1.58318,1.63696,1.46508
0.157779,1.41727,1.46508,1.40258
0.14989,1.41555,1.43383,1.39477
0.142396,1.40571,1.43383,1.39477
0.135276,1.30899,1.40258,1.25414
0.128512,1.21399,1.26196,1.19946
0.122087,1.21649,1.23071,1.19946
0.115982,1.30992,1.37914,1.23071
0.110183,1.38321,1.43383,1.37133
0.104674,1.43696,1.48071,1.41821
0.0994403,1.49071,1.49734,1.47289
0.0944682,1.50516,1.52859,1.48172
0.0897448,1.47578,1.48953,1.45828
0.0852576,1.43391,1.45047,1.41141
0.0809947,1.41078,1.43484,1.37234
0.076945,1.3925,1.40359,1.37234
0.0730977,1.36812,1.38016,1.36453
0.0694428,1.40547,1.45047,1.37234
0.0659707,1.43141,1.45828,1.41922
0.0626722,1.42062,1.45828,1.38797
0.0595386,1.46969,1.48953,1.45047
0.0565616,1.50031,1.52859,1.48953
0.0537335,1.50618,1.52961,1.49054
0.0510469,1.49757,1.50617,1.48273
0.0484945,1.45742,1.49054,1.42804
0.0460698,1.40304,1.43586,1.37336
0.0437663,1.38539,1.39679,1.37336
0.041578,1.40664,1.42804,1.39679
0.0394991,1.42492,1.43586,1.42023
0.0375241,1.38632,1.43586,1.33429
0.0356479,1.35867,1.38117,1.31086
0.0338655,1.31195,1.36554,1.27961
0.0321723,1.28976,1.30304,1.27961
0.0305636,1.31679,1.35773,1.27961
0.0290355,1.28226,1.28742,1.27179
0.0275837,1.25398,1.27961,1.20148
0.0262045,1.19039,1.20148,1.13898
0.0248943,1.14117,1.14679,1.13117
0.0236496,1.11266,1.15461,1.0717
0.0224671,1.07499,1.07952,1.06389
0.0213437,1.01278,1.07272,0.982003
0.0202765,1.00419,1.02107,0.989815
0.0192627,1.00819,1.01426,0.989815
0.0182996,1.00822,1.0309,0.99184
0.0173846,1.01387,1.0309,0.99184
0.0165154,0.992262,0.992852,0.985039
0.0156896,0.970508,0.985039,0.961602
0.0149051,0.899922,0.969414,0.835874
0.0141599,0.83713,0.844699,0.828062
0.0134519,0.841076,0.853524,0.830086
0.0127793,0.836336,0.837899,0.830086
0.0121403,0.816961,0.830086,0.806649
0.0115333,0.80868,0.814461,0.798836
0.0109566,0.812586,0.822274,0.798836
0.0104088,0.801492,0.822274,0.791024
0.00988836,0.765399,0.791024,0.759774
0.00939395,0.750399,0.759774,0.744149
0.00892425,0.761559,0.768598,0.745161
0.00847804,0.736276,0.748197,0.72476
0.00805413,0.743741,0.757022,0.741397
0.00765143,0.729209,0.741397,0.717959
0.00726886,0.719053,0.725772,0.717959
0.00690541,0.708428,0.725772,0.694522
0.00656014,0.713116,0.717959,0.702334
0.00623214,0.708116,0.717959,0.694522
0.00592053,0.692178,0.694522,0.686709
0.0056245,0.690772,0.694522,0.686709
0.00534328,0.683897,0.686709,0.671084
0.00507611,0.668116,0.678897,0.663272
