iteration,temp,current_cost,best_cost
100,0.975,1.38258,1.20878
200,0.926859,1.18516,1.17045
300,0.881096,1.42669,1.17045
400,0.837592,1.59314,1.17045
500,0.796236,1.96435,1.17045
600,0.756921,1.96435,1.17045
700,0.719548,1.66087,1.17045
800,0.684021,1.56217,1.17045
900,0.650247,1.73596,1.17045
1000,0.618141,1.31907,1.17045
1100,0.58762,1.59158,1.17045
1200,0.558607,1.34848,1.17045
1300,0.531026,1.30281,1.17045
1400,0.504806,1.56796,1.17045
1500,0.479881,1.36319,1.17045
1600,0.456187,2.00691,1.17045
1700,0.433663,2.17335,1.17045
1800,0.412251,2.50624,1.17045
1900,0.391896,2.14973,1.17045
2000,0.372546,1.55905,1.17045
2100,0.354152,1.77117,1.17045
2200,0.336665,1.8389,1.17045
2300,0.320043,1.69452,1.17045
2400,0.30424,1.69452,1.17045
2500,0.289219,1.59581,1.17045
2600,0.274938,1.91399,1.17045
2700,0.261363,1.87567,1.17045
2800,0.248459,2.03476,1.17045
2900,0.236191,2.03476,1.17045
3000,0.224529,1.76961,1.17045
3100,0.213443,1.6709,1.17045
3200,0.202904,1.72393,1.17045
3300,0.192886,1.77696,1.17045
3400,0.183362,1.9434,1.17045
3500,0.174308,1.83734,1.17045
3600,0.165702,1.8447,1.17045
3700,0.15752,1.85205,1.17045
3800,0.149743,2.06417,1.17045
3900,0.142349,2.24532,1.17045
4000,0.135321,1.76805,1.17045
4100,0.128639,1.61631,1.17045
4200,0.122288,1.71502,1.17045
4300,0.11625,1.71502,1.17045
4400,0.11051,1.60896,1.17045
4500,0.105054,1.66934,1.17045
4600,0.0998665,1.99488,1.17045
4700,0.0949356,1.89617,1.17045
4800,0.0902482,2.11564,1.17045
4900,0.0857922,1.9492,1.17045
5000,0.0815562,1.90352,1.17045
5100,0.0775294,2.16867,1.17045
5200,0.0737013,2.02429,1.17045
5300,0.0700623,1.71346,1.17045
5400,0.066603,1.71346,1.17045
5500,0.0633145,1.76649,1.17045
5600,0.0601883,1.98596,1.17045
5700,0.0572165,1.77384,1.17045
5800,0.0543915,1.82687,1.17045
5900,0.0517059,1.94764,1.17045
