temperature,avg_cost,max_cost,min_cost
1,1.65544,2,1.54479
0.975,1.3936,1.61252,1.34737
0.950625,1.51379,1.57999,1.36052
0.926859,1.7724,1.9512,1.52696
0.903688,1.65346,1.81417,1.29122
0.881096,1.27955,1.34425,1.18516
0.859068,1.26254,1.3516,1.18516
0.837592,1.19251,1.19251,1.19251
0.816652,1.19398,1.19987,1.19251
0.796236,1.2232,1.30593,1.19987
0.77633,1.21727,1.26025,1.19987
0.756921,1.24116,1.31328,1.20722
0.737998,1.2973,1.42669,1.21457
0.719548,1.35826,1.38837,1.28231
0.70156,1.27599,1.33534,1.22928
0.684021,1.35959,1.56217,1.24398
0.66692,1.45717,1.6152,1.35004
0.650247,1.52398,1.66823,1.35004
0.633991,1.35878,1.41778,1.29701
0.618141,1.49733,1.6299,1.41778
0.602688,1.56811,1.63725,1.41778
0.58762,1.5821,1.74332,1.42513
0.57293,1.71959,1.84938,1.64461
0.558607,1.7376,1.8184,1.55325
0.544642,1.74967,1.82576,1.55325
0.531026,2.06267,2.20432,1.82576
0.51775,1.86415,2.04523,1.68137
0.504806,1.84744,2.05994,1.7344
0.492186,1.86691,2.00691,1.68873
0.479881,1.59751,1.68873,1.52963
0.467884,1.54342,1.6357,1.37054
0.456187,1.54672,1.80214,1.31751
0.444783,1.50835,1.80214,1.3779
0.433663,1.39805,1.43093,1.32487
0.422821,1.33938,1.38525,1.32487
0.412251,1.33957,1.33957,1.33957
0.401945,1.33957,1.33957,1.33957
0.391896,1.36821,1.49866,1.33957
0.382099,1.33957,1.33957,1.33957
0.372546,1.53684,1.65775,1.49866
0.363232,1.55275,1.65775,1.3926
0.354152,1.39048,1.49866,1.33957
0.345298,1.36503,1.44563,1.33957
0.336665,1.51563,1.60472,1.3926
0.328249,1.37988,1.55169,1.33957
0.320043,1.33384,1.33957,1.33222
0.312041,1.45247,1.55169,1.33222
0.30424,1.33957,1.33957,1.33957
0.296634,1.37988,1.55169,1.33957
0.289219,1.40029,1.55905,1.33957
0.281988,1.36045,1.36163,1.35428
0.274938,1.36163,1.36163,1.36163
0.268065,1.39133,1.46769,1.36163
0.261363,1.39091,1.47504,1.36163
0.254829,1.41035,1.58111,1.36898
0.248459,1.64262,1.7402,1.52807
0.242247,1.39974,1.58111,1.36898
0.236191,1.37501,1.37634,1.36898
0.230286,1.40816,1.53543,1.37634
0.224529,1.37634,1.37634,1.37634
0.218916,1.38793,1.43672,1.38369
0.213443,1.38369,1.38369,1.38369
0.208107,1.38369,1.38369,1.38369
0.202904,1.38369,1.38369,1.38369
0.197831,1.3781,1.38369,1.37634
0.192886,1.39225,1.42937,1.37634
0.188064,1.41051,1.59581,1.37634
0.183362,1.55339,1.59581,1.54278
0.178778,1.58945,1.59581,1.54278
0.174308,1.5961,1.60316,1.55013
0.169951,1.57983,1.65619,1.55013
0.165702,1.79067,1.82264,1.65619
0.161559,1.6707,1.82264,1.56484
0.15752,1.65393,1.82999,1.61787
0.153582,1.81196,1.82999,1.6709
0.149743,1.75257,1.88302,1.6709
0.145999,1.61363,1.72393,1.45878
0.142349,1.66029,1.6709,1.45878
0.138791,1.62635,1.6709,1.51181
0.135321,1.57651,1.6709,1.45878
0.131938,1.5219,1.67825,1.45878
0.128639,1.44916,1.46613,1.4131
0.125423,1.44174,1.46613,1.4131
0.122288,1.41972,1.42045,1.4131
0.119231,1.45121,1.57955,1.42045
0.11625,1.58697,1.63258,1.52652
0.113344,1.73377,2.01114,1.48084
0.11051,1.44577,1.48819,1.43516
0.107747,1.43813,1.48819,1.43516
0.105054,1.47645,1.54857,1.44251
0.102427,1.45418,1.49554,1.44251
0.0998665,1.44676,1.49554,1.44251
0.0973699,1.4646,1.5029,1.44251
0.0949356,1.47072,1.51025,1.44987
0.0925622,1.55441,1.57063,1.51025
0.0902482,1.58124,1.62366,1.5176
0.087992,1.58474,1.73708,1.5176
0.0857922,1.51965,1.57799,1.47193
0.0836474,1.55253,1.57799,1.52496
0.0815562,1.65541,1.73708,1.57799
0.0795173,1.66602,1.73708,1.63102
0.0775294,1.55253,1.63102,1.47193
0.0755911,1.47193,1.47193,1.47193
0.0737013,1.54829,1.63102,1.47193
0.0718588,1.6692,1.73708,1.52496
0.0700623,1.54299,1.73708,1.47193
0.0683108,1.83147,1.89617,1.68405
0.066603,1.57586,1.68405,1.52496
0.0649379,1.54858,1.58534,1.52496
0.0633145,1.52807,1.58534,1.47928
0.0617316,1.77519,1.90352,1.58534
0.0601883,1.85647,1.90352,1.79746
0.0586836,1.69868,1.81217,1.65307
0.0572165,1.79722,1.81952,1.75914
0.0557861,1.61906,1.76649,1.55437
0.0543915,1.55437,1.55437,1.55437
0.0530317,1.58831,1.66043,1.55437
0.0517059,1.58937,1.66043,1.55437
0.0504132,1.51406,1.55437,1.50134
