temperature,avg_cost,max_cost,min_cost
1,1.96366,2.07509,1.40775
0.975,1.46881,1.56684,1.33846
0.950625,1.39659,1.58734,1.20878
0.926859,1.60109,1.65508,1.49599
0.903688,1.31038,1.49599,1.23084
0.881096,1.31675,1.3369,1.28387
0.859068,1.23878,1.2529,1.23084
0.837592,1.29558,1.41199,1.2529
0.816652,1.52472,1.73752,1.36631
0.796236,1.62291,1.74488,1.58578
0.77633,1.60504,1.85829,1.42669
0.756921,1.76389,1.80526,1.59314
0.737998,1.6992,1.75223,1.59314
0.719548,1.81085,1.86564,1.6992
0.70156,1.64382,1.81996,1.50178
0.684021,1.65812,1.82732,1.55481
0.66692,2.02247,2.1455,1.82732
0.650247,2.05979,2.15285,1.93338
0.633991,1.69422,1.94073,1.47081
0.618141,1.80384,1.94808,1.57687
0.602688,1.63759,1.69029,1.6299
0.58762,1.80217,2.0762,1.53855
0.57293,2.13454,2.18226,2.0762
0.558607,2.00939,2.34135,1.86408
0.544642,1.96484,1.97014,1.91711
0.531026,2.46226,2.60651,1.97014
0.51775,2.5543,2.65954,2.34871
0.504806,2.64276,2.71992,2.40174
0.492186,2.41121,2.67424,2.25
0.479881,2.39273,2.57553,2.25735
0.467884,2.58581,2.63592,2.46947
0.456187,2.67833,2.75668,2.58289
0.444783,2.8882,2.96881,2.75668
0.433663,2.52667,2.8701,2.3398
0.422821,2.15525,2.3398,2.07464
0.412251,2.18028,2.3545,2.13503
0.401945,2.43299,2.56662,2.24844
0.391896,2.45946,2.62701,2.25579
0.382099,2.51239,2.74042,1.99799
0.372546,2.03119,2.15709,1.90664
0.363232,2.04876,2.06573,2.0127
0.354152,2.04346,2.22482,1.90664
0.345298,1.97873,2.17914,1.79323
0.336665,1.97715,2.17914,1.92135
0.328249,2.05392,2.23953,1.92135
0.320043,2.12286,2.23953,1.92135
0.312041,2.15998,2.34559,2.08044
0.30424,2.27347,2.39862,2.13347
0.296634,2.28407,2.45165,2.13347
0.289219,2.29256,2.34559,2.23953
0.281988,2.29362,2.34559,2.1865
0.274938,2.40154,2.7168,2.13347
0.268065,2.55983,2.61074,2.55771
0.261363,2.58953,2.7168,2.29256
0.254829,2.22468,2.29256,2.13347
0.248459,2.17438,2.24688,2.12611
0.242247,2.15673,2.24688,2.08779
0.236191,2.22333,2.41332,1.98908
0.230286,2.25638,2.42068,2.1025
0.224529,2.08022,2.26159,1.83734
0.218916,1.81362,1.89773,1.73128
0.213443,2.22359,2.43538,1.95076
0.208107,2.43298,2.48841,2.38971
0.202904,2.55615,2.66221,2.39706
0.197831,2.60706,2.66221,2.55615
0.192886,2.61448,2.71524,2.55615
0.188064,2.83364,3.04078,2.55615
0.183362,3.08638,3.14684,2.98775
0.178778,3.09593,3.2529,3.04078
0.174308,3.15146,3.2529,2.9951
0.169951,2.80949,2.9951,2.72995
0.165702,2.75646,2.88904,2.72995
0.161559,2.89964,3.04813,2.62389
0.15752,2.89484,2.9951,2.62389
0.153582,2.77562,2.98775,2.66956
0.149743,2.72153,2.77562,2.66956
0.145999,2.50419,2.5635,2.35873
0.142349,2.51146,2.57086,2.35873
0.138791,2.4302,2.4648,2.35873
0.135321,2.45995,2.58556,2.36609
0.131938,2.54296,2.58556,2.42647
0.128639,2.40837,2.53988,2.00958
0.125423,2.11208,2.27473,1.89617
0.122288,1.95995,2.00958,1.89617
0.119231,2.00746,2.06261,1.95655
0.11625,2.08807,2.16867,1.95655
0.113344,2.30316,2.38079,2.16867
0.11051,2.37492,2.44853,2.33512
0.107747,2.41247,2.44853,2.34247
0.105054,2.45482,2.61497,2.34982
0.102427,2.52134,2.62233,2.45588
0.0998665,2.63399,2.67536,2.62233
0.0973699,2.62801,2.67536,2.52362
0.0949356,2.65612,2.79612,2.53097
0.0925622,2.54794,2.63703,2.42491
0.0902482,2.36976,2.42491,2.31885
0.087992,2.49455,2.65174,2.37188
0.0857922,2.7083,2.81818,2.59871
0.0836474,2.85,2.97727,2.71212
0.0815562,3.0303,3.08333,2.97727
0.0795173,3.08121,3.08333,3.0303
0.0775294,2.94121,3.0303,2.81818
0.0755911,2.7277,2.81818,2.5
0.0737013,2.48402,2.50735,2.45432
0.0718588,2.29947,2.45432,2.18917
0.0700623,2.22608,2.30258,2.18917
0.0683108,2.30544,2.35561,2.24955
0.066603,2.24736,2.36297,2.15085
0.0649379,2.21092,2.36297,2.15085
0.0633145,2.15728,2.24955,2.14349
0.0617316,2.22353,2.25691,2.14349
0.0601883,2.24206,2.36297,2.09782
0.0586836,2.16994,2.20388,2.09782
0.0572165,2.12327,2.20388,2.09782
0.0557861,2.25216,2.37767,2.15085
0.0543915,2.37343,2.48373,2.32464
0.0530317,2.38616,2.4307,2.32464
0.0517059,2.41005,2.43806,2.37767
0.0504132,2.44018,2.49109,2.43806
