temperature,avg_cost,max_cost,min_cost
1,1.83838,2.00735,1.6934
0.975,1.30754,1.70076,1.24554
0.950625,1.28213,1.3516,1.24554
0.926859,1.55971,1.67714,1.2529
0.903688,1.47978,1.64617,1.27496
0.881096,1.36086,1.49443,1.28231
0.859068,1.43302,1.92602,1.28966
0.837592,1.39996,1.50178,1.28966
0.816652,1.30981,1.39572,1.23663
0.796236,1.26836,1.39572,1.23663
0.77633,1.31177,1.3574,1.24398
0.756921,1.39028,1.83467,1.25134
0.737998,1.36236,1.47816,1.30437
0.719548,1.45165,1.47816,1.42513
0.70156,1.32478,1.48552,1.2734
0.684021,1.2831,1.29545,1.2734
0.66692,1.30076,1.34848,1.29545
0.650247,1.34,1.50758,1.29545
0.633991,1.3137,1.35584,1.30281
0.618141,1.31122,1.36319,1.31016
0.602688,1.39501,1.46925,1.31016
0.58762,1.45971,1.52228,1.36319
0.57293,1.5488,1.62834,1.46925
0.558607,1.3844,1.52228,1.31016
0.544642,1.36318,1.48396,1.31016
0.531026,1.37896,1.48396,1.32487
0.51775,1.3635,1.49866,1.32487
0.504806,1.44669,1.55169,1.33957
0.492186,1.34193,1.35428,1.33957
0.479881,1.3609,1.36163,1.35428
0.467884,1.36163,1.36163,1.36163
0.456187,1.36295,1.36898,1.36163
0.444783,1.3731,1.37634,1.36898
0.433663,1.40391,1.4824,1.37634
0.422821,1.45019,1.54278,1.37634
0.412251,1.61184,1.69452,1.53543
0.401945,1.63717,1.70187,1.59581
0.391896,1.6268,1.76225,1.44407
0.382099,1.55119,1.65619,1.44407
0.372546,1.6881,1.87567,1.60316
0.363232,1.724,1.82264,1.61052
0.354152,1.66339,1.76961,1.40575
0.345298,1.44287,1.51181,1.40575
0.336665,1.54257,1.61787,1.45878
0.328249,1.47845,1.51916,1.45878
0.320043,1.49793,1.5869,1.42781
0.312041,1.47844,1.5869,1.42781
0.30424,1.43622,1.48819,1.43516
0.296634,1.44258,1.48819,1.43516
0.289219,1.43516,1.43516,1.43516
0.281988,1.49031,1.54122,1.43516
0.274938,1.52922,1.65463,1.48819
0.268065,1.70024,1.81373,1.54857
0.261363,1.66418,1.7607,1.54857
0.254829,1.54857,1.70766,1.49554
0.248459,1.61539,1.70766,1.54857
0.242247,1.81585,1.91979,1.65463
0.236191,1.719,1.76805,1.70766
0.230286,1.57714,1.71502,1.44987
0.224529,1.52199,1.60896,1.44987
0.218916,1.572,1.67669,1.44987
0.213443,1.52503,1.67669,1.46457
0.208107,1.49109,1.5176,1.46457
0.202904,1.5123,1.5176,1.46457
0.197831,1.49898,1.52496,1.47193
0.192886,1.57324,1.73708,1.52496
0.188064,1.68079,1.85049,1.58534
0.183362,1.74967,1.95655,1.59269
0.178778,1.59163,1.69875,1.53966
0.174308,1.73979,1.85784,1.69875
0.169951,1.68914,1.70611,1.65307
0.165702,1.77476,1.93293,1.70611
0.161559,1.56843,1.72081,1.51604
0.15752,1.53938,1.56907,1.51604
0.153582,1.51604,1.51604,1.51604
0.149743,1.57332,1.67513,1.51604
0.145999,1.71756,1.78119,1.56907
0.142349,1.78119,1.83422,1.67513
0.138791,1.54998,1.6221,1.51604
0.135321,1.56589,1.6221,1.51604
0.131938,1.63059,1.67513,1.51604
0.128639,1.53174,1.62946,1.51604
0.125423,1.56731,1.63681,1.5234
0.122288,1.63798,1.69719,1.58378
0.119231,1.80955,1.86364,1.65152
0.11625,1.95273,2.02273,1.70455
0.113344,1.67482,1.81061,1.60584
0.11051,1.60266,1.65887,1.55281
0.107747,1.75639,1.87099,1.60584
0.105054,1.97599,2.08311,1.87099
0.102427,1.90387,1.97705,1.87099
0.0998665,1.82566,1.87099,1.75758
0.0973699,1.69712,1.86364,1.59848
0.0949356,1.57939,1.59848,1.54545
0.0925622,1.55076,1.59848,1.54545
0.0902482,1.55076,1.59848,1.54545
0.087992,1.55288,1.59848,1.54545
0.0857922,1.58473,1.65152,1.5381
0.0836474,1.54659,1.59113,1.5381
0.0815562,1.56568,1.59113,1.5381
0.0795173,1.54128,1.59113,1.5381
0.0775294,1.56962,1.59848,1.5381
0.0755911,1.55707,1.56016,1.54545
0.0737013,1.59593,1.61319,1.56016
0.0718588,1.61008,1.7119,1.55281
0.0700623,1.6822,1.7119,1.65887
0.0683108,1.62705,1.65887,1.60584
0.066603,1.66205,1.7119,1.65887
0.0649379,1.65993,1.7119,1.65887
0.0633145,1.62175,1.65887,1.60584
0.0617316,1.7119,1.76493,1.60584
0.0601883,1.73205,1.81796,1.60584
0.0586836,1.6281,1.66622,1.61319
0.0572165,1.61602,1.77963,1.56016
0.0557861,1.61736,1.67357,1.56751
0.0543915,1.65572,1.67357,1.62054
0.0530317,1.67873,1.7266,1.66622
0.0517059,1.66403,1.67357,1.62054
0.0504132,1.59085,1.62054,1.56751
