temperature,avg_cost,max_cost,min_cost
1,1.52317,2,1.20878
0.975,1.37041,1.48864,1.26181
0.950625,1.19697,1.43561,1.17045
0.926859,1.25011,1.29122,1.18516
0.903688,1.31298,1.56373,1.18516
0.881096,1.42432,1.47237,1.41199
0.859068,1.52783,1.59314,1.42669
0.837592,1.50723,1.59314,1.43405
0.816652,1.58677,1.59314,1.43405
0.796236,1.75435,1.96435,1.59314
0.77633,1.85761,2.17647,1.59314
0.756921,1.73844,1.96435,1.48708
0.737998,2.02734,2.12344,1.96435
0.719548,1.62414,2.02473,1.38837
0.70156,1.59406,1.66087,1.50178
0.684021,1.4331,1.56217,1.35004
0.66692,1.61097,1.73596,1.52384
0.650247,1.7349,1.84202,1.68293
0.633991,1.6243,1.73596,1.47816
0.618141,1.36574,1.63725,1.31907
0.602688,1.29574,1.31907,1.26604
0.58762,1.50341,1.69764,1.26604
0.57293,1.41267,1.59158,1.2881
0.558607,1.4681,1.56061,1.2881
0.544642,1.31348,1.34848,1.29545
0.531026,1.3336,1.35584,1.29545
0.51775,1.34484,1.52228,1.30281
0.504806,1.48525,1.56796,1.36319
0.492186,1.43857,1.62099,1.40887
0.479881,1.40806,1.41622,1.36319
0.467884,1.48785,1.62099,1.36319
0.456187,1.66172,2.00691,1.4619
0.444783,2.0207,2.05994,1.95388
0.433663,2.04441,2.17335,2.00691
0.422821,2.23595,2.3398,2.17335
0.412251,2.37155,2.50624,2.28676
0.401945,2.52705,2.62701,2.45321
0.391896,2.51882,2.68004,2.14973
0.382099,1.65956,2.14973,1.45299
0.372546,1.49011,1.55905,1.45299
0.363232,1.62056,1.77117,1.55905
0.354152,1.74253,1.77117,1.71814
0.345298,1.87766,2.04367,1.77117
0.336665,1.87362,1.99799,1.72549
0.328249,1.8231,1.89929,1.69452
0.320043,1.76876,1.85361,1.64149
0.312041,1.71361,1.80058,1.58846
0.30424,1.74331,1.85361,1.69452
0.296634,1.70965,1.7549,1.64884
0.289219,1.69657,1.80793,1.54278
0.281988,1.73157,1.86096,1.59581
0.274938,1.89702,1.96702,1.80793
0.268065,1.8599,1.96702,1.7549
0.261363,1.82742,1.87567,1.80793
0.254829,1.87249,1.87567,1.82264
0.248459,1.96582,2.08779,1.87567
0.242247,2.03158,2.08779,1.98173
0.236191,2.04112,2.08779,1.87567
0.230286,1.99658,2.08779,1.87567
0.224529,1.84703,1.9287,1.76961
0.218916,1.79506,1.87567,1.71658
0.213443,1.68711,1.82264,1.66355
0.208107,1.73029,2.09514,1.56484
0.202904,1.64014,1.77696,1.56484
0.197831,1.70166,1.82999,1.61787
0.192886,1.74514,1.88302,1.6709
0.188064,1.82967,1.83734,1.77696
0.183362,1.84159,1.9434,1.78431
0.178778,1.81189,1.83734,1.78431
0.174308,1.84159,1.89037,1.78431
0.169951,1.87128,1.89037,1.83734
0.165702,1.86869,1.89037,1.83734
0.161559,1.66377,1.69296,1.63993
0.15752,1.8022,1.85205,1.69296
0.153582,1.81599,1.85205,1.79902
0.149743,1.9719,2.06417,1.85205
0.145999,2.06234,2.13191,2.01114
0.142349,2.25726,2.40441,2.13191
0.138791,2.05335,2.24532,1.98017
0.135321,1.78396,2.0332,1.71502
0.131938,1.71184,1.76805,1.66199
0.128639,1.65842,1.71502,1.60896
0.125423,1.63742,1.66199,1.60896
0.122288,1.67153,1.76805,1.60896
0.119231,1.76062,1.87411,1.71502
0.11625,1.77229,1.82108,1.71502
0.113344,1.63547,1.71502,1.5029
0.11051,1.56335,1.60896,1.5029
0.107747,1.66835,1.71502,1.60896
0.105054,1.62365,1.66934,1.56328
0.102427,1.70575,1.78275,1.61631
0.0998665,1.88988,1.99488,1.72972
0.0973699,2.03411,2.16132,1.94184
0.0949356,1.94814,2.10829,1.84314
0.0925622,1.88311,1.89617,1.84314
0.0902482,1.97882,2.11564,1.85049
0.087992,1.91743,2.16867,1.84314
0.0857922,1.92162,1.9492,1.84314
0.0836474,1.9492,2.00223,1.84314
0.0815562,1.90058,1.90352,1.89617
0.0795173,1.88761,1.95655,1.85049
0.0775294,2.16549,2.32776,1.95655
0.0755911,2.07089,2.16867,2.00958
0.0737013,1.9931,2.06996,1.91087
0.0718588,1.8386,2.02429,1.69875
0.0700623,1.69806,1.76649,1.64572
0.0683108,1.76012,1.81952,1.71346
0.066603,1.71346,1.81952,1.66043
0.0649379,1.70922,1.76649,1.66043
0.0633145,1.76649,1.76649,1.76649
0.0617316,1.93619,1.97861,1.76649
0.0601883,2.00102,2.03899,1.97861
0.0586836,1.94354,1.98596,1.77384
0.0572165,1.76642,1.77384,1.72081
0.0557861,1.72717,1.77384,1.66778
0.0543915,1.7749,1.8799,1.66778
0.0530317,1.86572,1.89461,1.82687
0.0517059,1.91732,1.95499,1.84158
0.0504132,1.94764,1.94764,1.94764
