temperature,avg_cost,max_cost,min_cost
1,1.9784,2.08088,1.86141
0.975,2.1172,2.36074,1.86876
0.950625,2.33741,2.36074,2.30771
0.926859,2.34392,2.36809,2.30771
0.903688,2.36709,2.42112,2.26939
0.881096,2.25135,2.32242,2.16332
0.859068,2.34575,2.58757,2.16332
0.837592,2.46565,2.64795,2.22371
0.816652,2.14392,2.54189,1.90553
0.796236,2.0398,2.17803,1.96591
0.77633,2.0007,2.041,1.82888
0.756921,2.13433,2.30615,2.041
0.737998,1.98373,2.09403,1.82888
0.719548,1.78751,2.041,1.56373
0.70156,2.01552,2.09403,1.94229
0.684021,2.06617,2.17647,2.01738
0.66692,2.01859,2.17647,1.91132
0.650247,1.87094,2.13079,1.65352
0.633991,1.75418,1.82732,1.66087
0.618141,1.93868,2.25156,1.66823
0.602688,1.62685,1.82732,1.36475
0.58762,1.44123,1.49287,1.36475
0.57293,1.44726,1.49287,1.38681
0.558607,1.51434,1.55325,1.43984
0.544642,1.66007,1.66667,1.50022
0.531026,1.61852,1.82576,1.35584
0.51775,1.41607,1.46925,1.35584
0.504806,1.42258,1.46925,1.36319
0.492186,1.65091,1.94652,1.46925
0.479881,1.44373,1.6357,1.42357
0.467884,1.41509,1.42357,1.37054
0.456187,1.87349,1.96123,1.42357
0.444783,1.82707,1.86988,1.76381
0.433663,1.5973,1.81684,1.33957
0.422821,1.33957,1.33957,1.33957
0.412251,1.42983,1.55905,1.33957
0.401945,1.6177,1.67246,1.51337
0.391896,1.67034,1.93761,1.5664
0.382099,2.10307,2.20276,1.93761
0.372546,2.07015,2.15709,1.94496
0.363232,2.02232,2.16444,1.84626
0.354152,1.97459,2.11141,1.84626
0.345298,2.01595,2.21747,1.84626
0.336665,2.14429,2.32353,2.11141
0.328249,2.01921,2.10406,1.99799
0.320043,1.94307,2.10406,1.89193
0.312041,1.89672,2.06573,1.7402
0.30424,1.98619,2.17179,1.95967
0.296634,1.91037,2.02005,1.80793
0.289219,1.84293,1.86096,1.80793
0.281988,2.00202,2.23217,1.91399
0.274938,2.22363,2.23953,2.1865
0.268065,2.50582,2.72415,2.24688
0.261363,2.55127,2.67112,2.14082
0.254829,1.99552,2.14082,1.87567
0.248459,1.91915,2.08779,1.82264
0.242247,1.87567,1.9287,1.82264
0.236191,1.759,2.08779,1.61052
0.230286,1.794,1.87567,1.71658
0.224529,1.76537,1.82264,1.71658
0.218916,1.70809,1.76961,1.61052
0.213443,1.794,1.9287,1.71658
0.208107,1.59249,1.76961,1.50446
0.202904,1.53544,1.62522,1.50446
0.197831,1.63609,1.8447,1.57219
0.192886,1.76939,1.79167,1.63258
0.188064,1.52333,1.63258,1.47348
0.183362,1.68667,1.79167,1.47348
0.178778,1.71424,1.73864,1.68561
0.174308,1.68726,1.78431,1.62522
0.169951,1.7578,1.78431,1.73128
0.165702,1.83204,1.89037,1.78431
0.161559,1.7684,1.89037,1.73128
0.15752,1.86916,1.9434,1.73128
0.153582,2.10356,2.15553,1.99643
0.149743,1.99133,2.00379,1.95076
0.145999,1.93273,1.95076,1.89773
0.142349,1.89136,1.95076,1.73864
0.138791,1.88394,1.95076,1.79167
0.135321,1.90126,1.90508,1.89773
0.131938,2.09069,2.27629,1.85205
0.128639,2.1766,2.22326,2.06417
0.125423,1.99702,2.1172,1.91243
0.122288,1.98991,2.07888,1.91979
0.119231,2.23502,2.291,2.07888
0.11625,2.16471,2.19229,2.0332
0.113344,2.18197,2.3057,2.14661
0.11051,2.36616,2.4648,2.3057
0.107747,2.55601,2.67692,2.35873
0.105054,2.7851,2.83601,2.57086
0.102427,2.68646,2.72995,2.67692
0.0998665,2.66101,2.83601,2.62389
0.0973699,2.63174,2.68427,2.57821
0.0949356,2.65457,2.7373,2.57821
0.0925622,2.69399,2.7373,2.68427
0.0902482,2.52101,2.72995,2.4648
0.087992,2.46904,2.57086,2.35873
0.0857922,2.35555,2.41176,2.25267
0.0836474,2.54964,2.67692,2.25267
0.0815562,2.68542,2.7373,2.57086
0.0795173,2.47321,2.68427,2.36609
0.0775294,2.33321,2.36609,2.26003
0.0755911,2.29503,2.36609,2.26003
0.0737013,2.38518,2.57821,2.31306
0.0718588,2.52344,2.57821,2.4648
0.0700623,2.50086,2.51783,2.4648
0.0683108,2.56006,2.63124,2.47215
0.066603,2.48806,2.52518,2.47215
0.0649379,2.45936,2.52518,2.32041
0.0633145,2.30321,2.32041,2.26003
0.0617316,2.39472,2.41912,2.31306
0.0601883,2.40957,2.57821,2.31306
0.0586836,2.50503,2.52518,2.47215
0.0572165,2.49336,2.52518,2.47215
0.0557861,2.48169,2.57821,2.207
0.0543915,2.28316,2.31306,2.19964
0.0530317,2.22616,2.25267,2.14661
0.0517059,2.10101,2.14661,2.09358
0.0504132,2.0554,2.09358,1.98752
