temperature,avg_cost,max_cost,min_cost
1,1.94324,2.10606,1.61252
0.975,1.83419,2.30192,1.61252
0.950625,2.30828,2.40798,2.14283
0.926859,2.1179,2.30192,1.68026
0.903688,1.79526,1.90709,1.63458
0.881096,1.84812,2.0205,1.75535
0.859068,1.62014,1.81573,1.49755
0.837592,1.41371,1.5049,1.28387
0.816652,1.33615,1.44296,1.28387
0.796236,1.35608,1.41199,1.29857
0.77633,1.59024,1.75223,1.35896
0.756921,1.73053,1.86564,1.65352
0.737998,1.73751,1.81996,1.60784
0.719548,1.41984,1.60784,1.35004
0.70156,1.42514,1.62255,1.35004
0.684021,1.58639,1.67558,1.47081
0.66692,1.57157,1.68293,1.41778
0.650247,1.59808,1.73596,1.36475
0.633991,1.32259,1.3721,1.31172
0.618141,1.4421,1.63725,1.31907
0.602688,1.60534,1.8037,1.53119
0.58762,1.88082,1.98485,1.76537
0.57293,1.80985,1.82576,1.66667
0.558607,1.48424,1.66667,1.40152
0.544642,1.47666,1.62099,1.35584
0.531026,1.41629,1.51493,1.35584
0.51775,1.42975,1.4766,1.40887
0.504806,1.46007,1.53699,1.3779
0.492186,1.38956,1.59002,1.32487
0.479881,1.56668,1.59002,1.43093
0.467884,1.60483,1.75646,1.38525
0.456187,1.49442,1.60472,1.3926
0.444783,1.39897,1.44563,1.3926
0.433663,1.62835,1.8242,1.3926
0.422821,1.5495,1.8242,1.34693
0.412251,1.40526,1.45299,1.34693
0.401945,1.36177,1.39996,1.34693
0.391896,1.40208,1.50602,1.34693
0.382099,1.45095,1.50602,1.34693
0.372546,1.37336,1.41466,1.35428
0.363232,1.36163,1.36163,1.36163
0.354152,1.36163,1.36163,1.36163
0.345298,1.36163,1.36163,1.36163
0.336665,1.36325,1.37634,1.36163
0.328249,1.57357,1.70187,1.37634
0.320043,1.47752,1.59581,1.38369
0.312041,1.44937,1.45143,1.44407
0.30424,1.51082,1.55749,1.3984
0.296634,1.59355,1.66355,1.45143
0.289219,1.65718,1.76961,1.55749
0.281988,1.59779,1.71658,1.50446
0.274938,1.6593,2.14082,1.55749
0.268065,2.0751,2.19385,1.70922
0.261363,1.64559,1.76225,1.55013
0.254829,1.52574,1.65619,1.4971
0.248459,1.56816,1.76225,1.4971
0.242247,1.42309,1.55749,1.39104
0.236191,1.58906,1.72393,1.55749
0.230286,1.6412,1.6709,1.61787
0.224529,1.62631,1.68561,1.57219
0.218916,1.55636,1.63258,1.52652
0.213443,1.79424,1.96546,1.52652
0.208107,1.85635,1.91979,1.66199
0.202904,1.62267,1.72237,1.51025
0.197831,1.58343,1.61631,1.51025
0.192886,1.4848,1.51025,1.45722
0.188064,1.46464,1.51025,1.45722
0.183362,1.57601,1.82843,1.45722
0.178778,1.60889,1.66934,1.51025
0.174308,1.66192,1.66934,1.61631
0.169951,1.64813,1.66934,1.61631
0.165702,1.63434,1.66934,1.56328
0.161559,1.58767,1.66934,1.51025
0.15752,1.54737,1.61631,1.45722
0.153582,1.45722,1.45722,1.45722
0.149743,1.47525,1.51025,1.45722
0.145999,1.48055,1.51025,1.45722
0.142349,1.45722,1.45722,1.45722
0.138791,1.50601,1.56328,1.45722
0.135321,1.47369,1.56328,1.44987
0.131938,1.45729,1.5029,1.44987
0.128639,1.45199,1.5029,1.44987
0.125423,1.50396,1.66199,1.44987
0.122288,1.48,1.55593,1.45722
0.119231,1.61221,1.62366,1.45722
0.11625,1.55791,1.67669,1.46457
0.113344,1.47398,1.47928,1.47193
0.11051,1.49094,1.53231,1.47928
0.107747,1.48246,1.53231,1.47928
0.105054,1.58852,1.63837,1.53231
0.102427,1.66711,1.69875,1.63837
0.0998665,1.63305,1.69875,1.59269
0.0973699,1.62225,1.66043,1.6074
0.0949356,1.65176,1.72081,1.56172
0.0925622,1.56914,1.61475,1.50869
0.0902482,1.50237,1.50869,1.50134
0.087992,1.51916,1.61475,1.50134
0.0857922,1.5702,1.61475,1.50869
0.0836474,1.58263,1.6221,1.51604
0.0815562,1.56377,1.6221,1.51604
0.0795173,1.57133,1.68249,1.5234
0.0775294,1.6093,1.68249,1.5234
0.0755911,1.63476,1.68249,1.62946
0.0737013,1.55415,1.62946,1.5234
0.0718588,1.52446,1.57643,1.5234
0.0700623,1.55002,1.58378,1.5234
0.0683108,1.60923,1.63681,1.58378
0.066603,1.73332,1.84893,1.53075
0.0649379,1.69196,1.74287,1.53075
0.0633145,1.52898,1.53075,1.5234
0.0617316,1.5234,1.5234,1.5234
0.0601883,1.5234,1.5234,1.5234
0.0586836,1.5234,1.5234,1.5234
0.0572165,1.53612,1.62946,1.5234
0.0557861,1.65175,1.74287,1.58378
0.0543915,1.66969,1.68984,1.58378
0.0530317,1.59757,1.63681,1.53075
0.0517059,1.53075,1.53075,1.53075
0.0504132,1.53619,1.54545,1.53075
