temperature,avg_cost,max_cost,min_cost
1,2.01015,2.02206,2
0.975,1.68442,2.02941,1.48284
0.950625,1.43609,1.53587,1.39149
0.926859,1.35401,1.51225,1.26181
0.903688,1.32555,1.64037,1.20878
0.881096,1.59477,1.6934,1.48128
0.859068,1.6468,1.81417,1.48128
0.837592,1.65296,1.76114,1.44296
0.816652,1.5686,1.88191,1.44296
0.796236,1.78006,1.88191,1.2529
0.77633,1.38152,1.47237,1.2529
0.756921,1.26131,1.41934,1.20722
0.737998,1.21706,1.26025,1.20722
0.719548,1.55291,1.79791,1.21457
0.70156,1.6239,1.957,1.53275
0.684021,2.00571,2.49465,1.59314
0.66692,2.13586,2.28988,2.07776
0.650247,1.6917,2.07776,1.60049
0.633991,1.69628,1.82732,1.60049
0.618141,1.58444,1.77429,1.40307
0.602688,1.43383,1.50914,1.35004
0.58762,1.40731,1.41043,1.3574
0.57293,1.41811,1.52384,1.3574
0.558607,1.41497,1.47081,1.32643
0.544642,1.34704,1.38681,1.32643
0.531026,1.31902,1.44719,1.28075
0.51775,1.2881,1.2881,1.2881
0.504806,1.33246,1.87879,1.2881
0.492186,1.33793,1.51493,1.29545
0.479881,1.53402,1.67402,1.4619
0.467884,1.42053,1.67402,1.30281
0.456187,1.40106,1.57531,1.35584
0.444783,1.47668,1.57531,1.36319
0.433663,1.34551,1.37054,1.31751
0.422821,1.38402,1.49131,1.31751
0.412251,1.46586,1.49131,1.43828
0.401945,1.47357,1.60472,1.33957
0.391896,1.35442,1.3926,1.33957
0.382099,1.36078,1.3926,1.33957
0.372546,1.34063,1.3926,1.33957
0.363232,1.34222,1.34693,1.33957
0.354152,1.35965,1.39996,1.34693
0.345298,1.35647,1.50602,1.34693
0.336665,1.40782,1.50602,1.34693
0.328249,1.35516,1.36163,1.35428
0.320043,1.36163,1.36163,1.36163
0.312041,1.36269,1.41466,1.36163
0.30424,1.36163,1.36163,1.36163
0.296634,1.3684,1.37634,1.36163
0.289219,1.3806,1.38369,1.37634
0.281988,1.38475,1.43672,1.38369
0.274938,1.39184,1.44407,1.38369
0.268065,1.39104,1.39104,1.39104
0.261363,1.43496,1.55749,1.39104
0.254829,1.51718,1.61052,1.45143
0.248459,1.48385,1.61052,1.45143
0.242247,1.42484,1.45878,1.40575
0.236191,1.40869,1.4131,1.40575
0.230286,1.45627,1.54122,1.4131
0.224529,1.51046,1.64728,1.43516
0.218916,1.48501,1.64728,1.43516
0.213443,1.45425,1.48819,1.43516
0.208107,1.51365,1.64728,1.43516
0.202904,1.46486,1.48819,1.43516
0.197831,1.44104,1.44251,1.43516
0.192886,1.60124,1.71502,1.44251
0.188064,1.67365,1.71502,1.66199
0.183362,1.56759,1.66199,1.44987
0.178778,1.46578,1.60896,1.44987
0.174308,1.52411,1.66199,1.44987
0.169951,1.5485,1.66199,1.44987
0.165702,1.68877,1.71502,1.66199
0.161559,1.70793,1.7754,1.61631
0.15752,1.76088,1.79011,1.72972
0.153582,1.73177,1.79011,1.68405
0.149743,1.62482,1.68405,1.57799
0.145999,1.60337,1.63837,1.58534
0.142349,1.52832,1.58534,1.48663
0.138791,1.53966,1.53966,1.53966
0.135321,1.60688,1.65307,1.53966
0.131938,1.68669,1.8652,1.54701
0.128639,1.83755,1.97861,1.81952
0.125423,1.81094,2.03164,1.71346
0.122288,1.75687,1.82687,1.66778
0.119231,1.79081,1.82687,1.72081
0.11625,1.70125,1.77384,1.66778
0.113344,1.7568,1.83422,1.67513
0.11051,1.67969,1.78855,1.62946
0.107747,1.79399,1.84893,1.74287
0.105054,1.89712,1.96234,1.7959
0.102427,1.80325,1.96234,1.69719
0.0998665,1.62409,1.70455,1.54545
0.0973699,1.65847,1.70455,1.59848
0.0949356,1.78197,1.91667,1.70455
0.0925622,1.94212,1.9697,1.91667
0.0902482,1.95379,1.9697,1.81061
0.087992,1.82527,1.87099,1.76493
0.0857922,1.74372,1.81796,1.65887
0.0836474,1.73539,1.83266,1.65887
0.0815562,1.7573,1.78699,1.67357
0.0795173,1.73078,1.73396,1.68093
0.0775294,1.71775,1.78699,1.68093
0.0755911,1.71683,1.77963,1.67357
0.0737013,1.66728,1.71925,1.61319
0.0718588,1.71436,1.77228,1.66622
0.0700623,1.67888,1.7266,1.62054
0.0683108,1.63857,1.67357,1.62054
0.066603,1.68897,1.73396,1.6279
0.0649379,1.65547,1.68093,1.6279
0.0633145,1.75093,1.89305,1.6279
0.0617316,1.92593,2.05214,1.78699
0.0601883,1.81832,1.94608,1.78699
0.0586836,1.79964,1.84737,1.68828
0.0572165,1.70419,1.84737,1.68828
0.0557861,1.82828,1.84737,1.79434
0.0543915,1.91737,1.95343,1.84737
0.0530317,1.85055,1.9004,1.79434
0.0517059,1.79434,1.79434,1.79434
0.0504132,1.74449,1.79434,1.74131
