temperature,avg_cost,max_cost,min_cost
1,1.50275,2,1.20143
0.975,1.17904,1.20878,1.15575
0.950625,1.2748,1.54902,1.17045
0.926859,1.47365,1.56373,1.38993
0.903688,1.58825,1.68449,1.40463
0.881096,1.5825,1.68449,1.41934
0.859068,1.51154,1.63881,1.42669
0.837592,1.71306,1.85094,1.58578
0.816652,1.63439,1.69184,1.58578
0.796236,1.50916,1.64617,1.39572
0.77633,1.51601,1.7139,1.50178
0.756921,1.62029,1.72861,1.56217
0.737998,1.75088,1.8877,1.67558
0.719548,1.74028,1.83467,1.67558
0.70156,1.54194,1.67558,1.3574
0.684021,1.39641,1.56952,1.29701
0.66692,1.46035,1.6152,1.24398
0.650247,1.48156,1.6152,1.40307
0.633991,1.55783,1.6152,1.51649
0.618141,1.42209,1.51649,1.30437
0.602688,1.31889,1.46346,1.25134
0.58762,1.34984,1.3721,1.31172
0.57293,1.28643,1.47816,1.26604
0.558607,1.42188,1.48552,1.2734
0.544642,1.64478,1.76537,1.48552
0.531026,1.48431,1.60628,1.39416
0.51775,1.54597,1.56061,1.50758
0.504806,1.534,1.56796,1.4619
0.492186,1.34099,1.4619,1.30281
0.479881,1.32826,1.35584,1.30281
0.467884,1.30493,1.35584,1.30281
0.456187,1.32643,1.36319,1.30281
0.444783,1.39395,1.41622,1.36319
0.433663,1.56086,1.9082,1.36319
0.422821,1.88275,2.06729,1.59002
0.412251,1.72696,1.74911,1.59002
0.401945,1.58585,1.74176,1.52963
0.391896,1.50524,1.74176,1.37054
0.382099,1.71312,1.74176,1.6357
0.372546,1.90506,2.06729,1.74176
0.363232,2.10967,2.23373,2.01426
0.354152,2.30401,2.40753,2.18806
0.345298,2.25586,2.46056,2.08935
0.336665,2.00768,2.14238,1.93026
0.328249,1.92708,1.98329,1.77117
0.320043,1.90532,2.03632,1.73284
0.312041,1.64761,1.7549,1.54278
0.30424,1.85566,1.96702,1.64884
0.296634,1.68704,1.82264,1.59581
0.289219,1.84385,1.9287,1.76961
0.281988,1.62385,1.9287,1.51181
0.274938,1.56378,1.61787,1.51181
0.268065,1.75387,1.95076,1.56484
0.261363,2.08495,2.22326,1.89773
0.254829,2.12144,2.22326,2.01114
0.248459,1.92455,2.1172,1.74599
0.242247,1.89971,1.96546,1.80637
0.236191,1.70668,1.80637,1.64728
0.230286,1.84128,1.86676,1.80637
0.224529,1.8024,1.98752,1.7607
0.218916,1.88432,1.98752,1.82843
0.213443,1.78806,1.88881,1.62366
0.208107,1.59503,1.62366,1.46457
0.202904,1.79866,1.99488,1.62366
0.197831,1.89411,2.04791,1.79011
0.192886,1.72965,1.84314,1.68405
0.188064,1.88274,2.00223,1.79011
0.183362,1.88032,2.05526,1.72972
0.178778,1.8898,2.00223,1.79011
0.174308,1.69984,1.79011,1.5176
0.169951,1.79433,2.16132,1.5176
0.165702,1.97996,2.00223,1.9492
0.161559,2.02768,2.05526,2.00223
0.15752,2.05314,2.21435,2.00223
0.153582,1.80084,2.16132,1.53966
0.149743,1.68058,1.76649,1.55437
0.145999,1.61058,1.76649,1.55437
0.142349,1.6827,1.87255,1.6074
0.138791,1.61376,1.71346,1.55437
0.135321,1.66314,1.71346,1.66043
0.131938,1.58293,1.66778,1.56172
0.128639,1.56506,1.6074,1.50134
0.125423,1.60103,1.66043,1.50134
0.122288,1.55755,1.6074,1.50134
0.119231,1.68694,1.71346,1.6074
0.11625,1.62967,1.71346,1.6074
0.113344,1.54164,1.6074,1.50134
0.11051,1.55966,1.61475,1.50134
0.107747,1.61813,1.6221,1.61475
0.105054,1.64244,1.72816,1.61475
0.102427,1.63165,1.72816,1.56907
0.0998665,1.59983,1.6221,1.56907
0.0973699,1.59983,1.67513,1.56907
0.0949356,1.57438,1.6221,1.56907
0.0925622,1.62741,1.78119,1.51604
0.0902482,1.74301,1.78119,1.72816
0.087992,1.64438,1.72816,1.51604
0.0857922,1.5415,1.67513,1.51604
0.0836474,1.5171,1.56907,1.51604
0.0815562,1.52755,1.57643,1.51604
0.0795173,1.53075,1.53075,1.53075
0.0775294,1.56893,1.58378,1.53075
0.0755911,1.63257,1.7959,1.53075
0.0737013,1.77575,1.7959,1.74287
0.0718588,1.6612,1.74287,1.58378
0.0700623,1.5912,1.63681,1.58378
0.0683108,1.59258,1.63681,1.53075
0.066603,1.59113,1.64416,1.5381
0.0649379,1.67382,1.70455,1.64416
0.0633145,1.66196,1.66622,1.65152
0.0617316,1.64869,1.67357,1.62054
0.0601883,1.74309,1.89305,1.62054
0.0586836,1.87502,1.89305,1.84002
0.0572165,1.8379,1.89305,1.78699
0.0557861,1.86123,1.89305,1.78699
0.0543915,1.73287,1.89305,1.6279
0.0530317,1.74131,1.79434,1.63525
0.0517059,1.7551,1.79434,1.74131
0.0504132,1.75042,1.78699,1.73396
