iteration,temp,current_cost,best_cost
100,0.19,0.972799,0.962962
200,0.171475,1.02069,0.962962
300,0.154756,0.999273,0.962962
400,0.139667,1.10185,0.962962
500,0.12605,1.06481,0.962962
600,0.11376,1.00433,0.962962
700,0.102668,1.10299,0.962962
800,0.0926582,1.10789,0.962962
900,0.0836241,1.02296,0.962962
1000,0.0754707,0.903878,0.863803
1100,0.0681123,0.891289,0.84239
1200,0.0614714,0.884489,0.84239
1300,0.0554779,0.901126,0.84239
1400,0.0500688,0.994876,0.84239
1500,0.0451871,1.11206,0.84239
1600,0.0407814,0.994876,0.84239
1700,0.0368052,1.05058,0.84239
1800,0.0332167,0.972451,0.84239
1900,0.0299781,0.949013,0.84239
2000,0.0270552,0.894326,0.84239
2100,0.0244173,0.777138,0.769326
2200,0.0220366,0.779162,0.7401
2300,0.0198881,0.794787,0.7401
2400,0.017949,0.704074,0.704074
2500,0.0161989,0.713911,0.704074
2600,0.0146195,0.784223,0.690473
2700,0.0131941,0.760786,0.690473
2800,0.0119077,0.777423,0.690473
2900,0.0107467,0.754997,0.690473
3000,0.00969891,0.747185,0.690473
3100,0.00875326,0.70031,0.690473
3200,0.00789982,0.685697,0.677885
3300,0.00712959,0.677885,0.670072
3400,0.00643445,0.685697,0.670072
3500,0.00580709,0.678897,0.670072
3600,0.0052409,0.605832,0.60482
