temperature,avg_cost,max_cost,min_cost
0.2,1.01376,1.02445,1
0.19,1.03445,1.04007,1.02445
0.1805,1.03027,1.06452,0.9932
0.171475,1.05067,1.05772,1.04514
0.162901,1.03501,1.06566,0.99535
0.154756,1.03816,1.04223,1.01879
0.147018,1.03577,1.05004,1.01689
0.139667,1.07474,1.16634,1.02571
0.132684,1.16087,1.18196,1.15071
0.12605,1.20178,1.22884,1.15071
0.119747,1.17326,1.19844,1.16618
0.11376,1.17485,1.19844,1.12813
0.108072,1.02511,1.12813,0.995603
0.102668,1.02692,1.09037,0.987791
0.097535,1.09262,1.13044,1.06693
0.0926582,1.09685,1.13044,1.07575
0.0880253,1.04341,1.08357,1.02888
0.0836241,1.06372,1.07575,1.03669
0.0794429,1.04435,1.06013,1.02888
0.0754707,1.03872,1.06794,1.01325
0.0716972,1.03216,1.0445,1.01325
0.0681123,1.02528,1.06013,0.997628
0.0647067,1.0731,1.07575,1.06013
0.0614714,1.11778,1.15388,1.07575
0.0583978,1.132,1.14607,1.107
0.0554779,1.09107,1.107,1.07575
0.052704,1.07755,1.08458,1.05333
0.0500688,1.02864,1.08458,0.983015
0.0475654,0.996921,1.00645,0.975202
0.0451871,0.944109,0.96739,0.928327
0.0429278,0.910202,0.928327,0.889265
0.0407814,0.908952,0.920515,0.897077
0.0387423,0.913484,0.951765,0.881452
0.0368052,0.869265,0.881452,0.858015
0.0349649,0.840202,0.865827,0.787702
0.0332167,0.856669,0.865827,0.795515
0.0315558,0.851215,0.86684,0.83559
0.0299781,0.840121,0.859027,0.827777
0.0284791,0.850746,0.874652,0.819965
0.0270552,0.871356,0.899102,0.851215
0.0257024,0.888789,0.899102,0.883477
0.0244173,0.909414,0.922539,0.891289
0.0231964,0.879026,0.922539,0.846439
0.0220366,0.855151,0.864088,0.846439
0.0209348,0.86918,0.888537,0.8583
0.0198881,0.863456,0.881737,0.8583
0.0188936,0.866112,0.881737,0.834862
0.017949,0.832675,0.834862,0.82705
0.0170515,0.850258,0.851499,0.842675
0.0161989,0.848687,0.859312,0.835874
0.015389,0.819624,0.843687,0.804624
0.0146195,0.83728,0.843687,0.835874
0.0138886,0.858605,0.891574,0.836886
0.0131941,0.86254,0.884774,0.845711
0.0125344,0.891651,0.901411,0.877973
0.0119077,0.892348,0.901411,0.877973
0.0113123,0.892973,0.909223,0.877973
0.0107467,0.887414,0.89461,0.878985
0.0102094,0.882497,0.88781,0.879997
0.00969891,0.854532,0.895622,0.832395
0.00921396,0.833645,0.840207,0.832395
0.00875326,0.824426,0.832395,0.81677
0.0083156,0.823364,0.840207,0.81677
0.00789982,0.799028,0.818794,0.780744
0.00750483,0.778556,0.780744,0.765119
0.00712959,0.761838,0.765119,0.757306
0.00677311,0.754963,0.765119,0.749494
0.00643445,0.742847,0.749494,0.733869
0.00611273,0.722537,0.742694,0.719256
0.00580709,0.714256,0.727069,0.711444
0.00551674,0.719569,0.727069,0.711444
0.0052409,0.7141,0.719256,0.711444
