iteration,temp,current_cost,best_cost
100,0.19,1.02356,0.928802
200,0.171475,1.05481,0.928802
300,0.154756,1.05481,0.928802
400,0.139667,1.06377,0.928802
500,0.12605,1.18298,0.928802
600,0.11376,1.24851,0.928802
700,0.102668,1.17039,0.928802
800,0.0926582,1.25633,0.928802
900,0.0836241,1.09429,0.928802
1000,0.0754707,1.18427,0.928802
1100,0.0681123,1.25459,0.928802
1200,0.0614714,1.12032,0.928802
1300,0.0554779,0.977954,0.928802
1400,0.0500688,0.933103,0.924279
1500,0.0451871,0.934116,0.910678
1600,0.0407814,0.90489,0.90489
1700,0.0368052,0.838626,0.815189
1800,0.0332167,0.799564,0.799564
1900,0.0299781,0.869876,0.799564
2000,0.0270552,0.878701,0.799564
2100,0.0244173,0.919787,0.799564
2200,0.0220366,0.881737,0.799564
2300,0.0198881,0.912987,0.799564
2400,0.017949,0.866112,0.799564
2500,0.0161989,0.850487,0.799564
2600,0.0146195,0.905175,0.799564
2700,0.0131941,0.944237,0.799564
2800,0.0119077,0.875949,0.799564
2900,0.0107467,0.821261,0.799564
3000,0.00969891,0.862348,0.799564
3100,0.00875326,0.870161,0.799564
3200,0.00789982,0.792036,0.792036
3300,0.00712959,0.721723,0.721723
3400,0.00643445,0.674848,0.659223
3500,0.00580709,0.660235,0.651411
3600,0.0052409,0.628985,0.628985
