temperature,avg_cost,max_cost,min_cost
1,1.71115,2.0725,1.33596
0.95,1.53766,1.97674,1.23137
0.9025,1.76237,2.08427,1.55544
0.857375,1.41328,1.93547,1.08258
0.814506,1.48133,1.61876,1.40811
0.773781,1.49238,1.67326,1.30499
0.735092,1.152,1.35802,0.933779
0.698337,1.33165,1.68061,0.995633
0.66342,0.961208,1.31823,0.891043
0.630249,0.999345,1.10758,0.893984
0.598737,0.907908,1.00299,0.896925
0.5688,0.935441,1.00887,0.901337
0.54036,1.11629,1.54505,0.902807
0.513342,1.25834,1.54505,0.96172
0.487675,1.4839,1.65406,1.17384
0.463291,1.51893,1.81462,1.28578
0.440127,1.77861,1.97812,1.28725
0.41812,1.5396,1.82197,1.3447
0.397214,1.39496,1.71738,1.02799
0.377354,1.0713,1.34617,0.974955
0.358486,1.119,1.24746,1.03093
0.340562,1.2815,1.51408,1.03534
0.323534,1.37785,1.7807,1.19737
0.307357,1.12083,1.62161,0.936631
0.291989,0.965943,1.04416,0.936631
0.27739,0.980446,1.09866,0.938102
0.26352,1.07003,1.41684,0.939572
0.250344,0.944875,0.992602,0.939572
0.237827,1.0474,1.15169,0.939572
0.225936,1.15771,1.30931,1.04563
0.214639,1.09547,1.31225,0.994073
0.203907,1.18686,1.3152,1.05004
0.193711,1.02316,1.15611,0.945455
0.184026,1.10099,1.26805,1.0029
0.174825,1.08571,1.16199,0.949866
0.166083,0.971432,1.0029,0.949866
0.157779,0.989825,1.16199,0.949866
0.14989,0.951337,0.951337,0.951337
0.142396,1.00762,1.11043,0.951337
0.135276,0.956707,1.00584,0.951337
0.128512,0.974908,1.06328,0.954278
0.122087,1.07503,1.16934,1.01025
0.115982,1.01505,1.17375,0.96016
0.110183,0.960514,1.01319,0.96016
0.104674,0.962282,1.01319,0.96016
0.0994403,0.971315,1.01466,0.96016
0.0944682,1.02953,1.12219,0.963102
0.0897448,0.978518,1.12219,0.963102
0.0852576,0.964181,1.0176,0.963102
0.0809947,1.02426,1.12219,0.963102
0.076945,0.970879,1.01613,0.963102
0.0730977,0.965524,1.01907,0.963102
0.0694428,0.96772,1.02054,0.966043
0.0659707,1.00428,1.07357,0.967513
0.0626722,0.973267,1.02201,0.967513
0.0595386,1.00648,1.02348,0.968984
0.0565616,1.01005,1.07652,0.970455
0.0537335,1.00535,1.07946,0.970455
0.0510469,1.00594,1.0824,0.976337
