iteration,temp,current_cost,best_cost
100,1,1.2299,1.2299
200,0.95,0.920544,0.919073
300,0.95,0.871925,0.870455
400,0.9025,0.873396,0.870455
500,0.857375,0.874866,0.870455
600,0.857375,0.877807,0.870455
700,0.814506,1.19746,0.870455
800,0.773781,0.933779,0.870455
900,0.773781,0.880749,0.870455
1000,0.735092,0.88369,0.870455
1100,0.698337,0.938191,0.870455
1200,0.698337,0.944073,0.870455
1300,0.66342,1.10316,0.870455
1400,0.630249,0.893984,0.870455
1500,0.630249,0.896925,0.870455
1600,0.598737,1.16649,0.870455
1700,0.5688,1.32558,0.870455
1800,0.5688,1.0619,0.870455
1900,0.54036,1.22246,0.870455
2000,0.513342,1.38155,0.870455
2100,0.513342,1.7012,0.870455
2200,0.487675,1.48761,0.870455
2300,0.463291,1.48908,0.870455
2400,0.463291,1.49202,0.870455
2500,0.440127,1.76012,0.870455
2600,0.41812,1.3889,0.870455
2700,0.41812,1.657,0.870455
2800,0.397214,1.33734,0.870455
2900,0.377354,1.44635,0.870455
3000,0.377354,1.81756,0.870455
3100,0.358486,1.44929,0.870455
3200,0.340562,1.3447,0.870455
3300,0.340562,1.44929,0.870455
3400,0.323534,2.03262,0.870455
3500,0.307357,1.03093,0.870455
3600,0.307357,1.03093,0.870455
3700,0.291989,1.03093,0.870455
3800,0.27739,1.24452,0.870455
3900,0.27739,1.03681,0.870455
4000,0.26352,1.03828,0.870455
4100,0.250344,1.2504,0.870455
4200,0.250344,1.14581,0.870455
4300,0.237827,1.46399,0.870455
4400,0.225936,1.3049,0.870455
4500,0.225936,1.78217,0.870455
4600,0.214639,2.26092,0.870455
4700,0.203907,2.10183,0.870455
4800,0.203907,1.78512,0.870455
4900,0.193711,2.42148,0.870455
5000,0.184026,2.31689,0.870455
5100,0.184026,1.94715,0.870455
5200,0.174825,2.05321,0.870455
5300,0.166083,2.16074,0.870455
5400,0.166083,1.57888,0.870455
5500,0.157779,1.2607,0.870455
5600,0.14989,1.20766,0.870455
5700,0.14989,0.998485,0.870455
5800,0.142396,1.05152,0.870455
5900,0.135276,1.05152,0.870455
6000,0.135276,1.05152,0.870455
6100,0.128512,1.10455,0.870455
6200,0.122087,1.31667,0.870455
6300,0.122087,1.26511,0.870455
6400,0.115982,1.16052,0.870455
6500,0.110183,1.4787,0.870455
6600,0.110183,1.42567,0.870455
6700,0.104674,1.5877,0.870455
6800,0.0994403,1.58917,0.870455
6900,0.0994403,1.27099,0.870455
7000,0.0944682,1.43008,0.870455
7100,0.0897448,1.1664,0.870455
7200,0.0897448,1.21943,0.870455
7300,0.0852576,1.21943,0.870455
7400,0.0809947,1.59211,0.870455
7500,0.0809947,1.48752,0.870455
7600,0.076945,1.59211,0.870455
7700,0.0730977,1.32696,0.870455
7800,0.0730977,1.48899,0.870455
7900,0.0694428,1.54349,0.870455
8000,0.0659707,1.54349,0.870455
8100,0.0659707,1.49046,0.870455
8200,0.0626722,1.59652,0.870455
8300,0.0595386,1.4389,0.870455
8400,0.0595386,1.4934,0.870455
8500,0.0565616,1.4389,0.870455
8600,0.0537335,1.59799,0.870455
8700,0.0537335,1.75709,0.870455
8800,0.0510469,1.4389,0.870455
