iteration,temp,current_cost,best_cost
100,0.95,2.13394,1.9254
200,0.857375,2.11918,1.91085
300,0.773781,2.07792,1.91085
400,0.698337,1.73023,1.73023
500,0.630249,1.73043,1.62606
600,0.5688,1.81397,1.62606
700,0.513342,2.10584,1.62606
800,0.463291,2.23084,1.62606
900,0.41812,2.27615,1.62606
1000,0.377354,2.23509,1.62606
1100,0.340562,2.11009,1.62606
1200,0.307357,2.48509,1.62606
1300,0.27739,2.04759,1.62606
1400,0.250344,2.15175,1.62606
1500,0.225936,2.13173,1.62606
1600,0.203907,2.1734,1.62606
1700,0.184026,2.09006,1.62606
1800,0.166083,2.09006,1.62606
1900,0.14989,1.9863,1.62606
2000,0.135276,2.02817,1.62606
2100,0.122087,1.77817,1.62606
2200,0.110183,1.90337,1.62606
2300,0.0994403,1.57004,1.54921
2400,0.0897448,1.63254,1.50754
2500,0.0809947,1.65337,1.50754
2600,0.0730977,1.75754,1.50754
2700,0.0659707,1.73691,1.50754
2800,0.0595386,1.55002,1.50754
2900,0.0537335,1.57085,1.46668
3000,0.0484945,1.65459,1.46668
3100,0.0437663,1.73833,1.46668
3200,0.0394991,1.7802,1.46668
3300,0.0356479,1.67765,1.46668
3400,0.0321723,1.65682,1.46668
3500,0.0290355,1.74035,1.46668
3600,0.0262045,1.71952,1.46668
3700,0.0236496,1.55285,1.46668
3800,0.0213437,1.55346,1.46668
3900,0.0192627,1.6997,1.46668
4000,0.0173846,1.5747,1.46668
4100,0.0156896,1.49136,1.46668
4200,0.0141599,1.42886,1.42886
4300,0.0127793,1.34553,1.34553
4400,0.0115333,1.34593,1.34553
4500,0.0104088,1.36677,1.34553
4600,0.00939395,1.22093,1.22093
4700,0.00847804,1.03364,1.03364
4800,0.00765143,1.0128,0.99197
4900,0.00690541,0.950506,0.950304
5000,0.00623214,0.888006,0.867173
5100,0.0056245,0.846339,0.846339
5200,0.00507611,0.846339,0.846339
