iteration,temp,current_cost,best_cost
100,0.95,2.09288,1.96687
200,0.857375,2.17621,1.96687
300,0.773781,2.44705,1.96687
400,0.698337,2.53058,1.96687
500,0.630249,2.98892,1.96687
600,0.5688,3.28099,1.96687
700,0.513342,3.03099,1.96687
800,0.463291,2.8267,1.96687
900,0.41812,2.56235,1.96687
1000,0.377354,2.66975,1.96687
1100,0.340562,2.71162,1.96687
1200,0.307357,2.58804,1.96687
1300,0.27739,2.58824,1.96687
1400,0.250344,2.54698,1.96687
1500,0.225936,2.75572,1.96687
1600,0.203907,2.73489,1.96687
1700,0.184026,2.92239,1.96687
1800,0.166083,2.94322,1.96687
1900,0.14989,2.50592,1.96687
2000,0.135276,2.27675,1.96687
2100,0.122087,1.86009,1.86009
2200,0.110183,1.96425,1.86009
2300,0.0994403,2.11009,1.86009
2400,0.0897448,2.23509,1.86009
2500,0.0809947,2.25592,1.86009
2600,0.0730977,2.36009,1.86009
2700,0.0659707,2.67259,1.86009
2800,0.0595386,2.50592,1.86009
2900,0.0537335,2.48529,1.86009
3000,0.0484945,2.44362,1.86009
3100,0.0437663,2.25673,1.86009
3200,0.0394991,2.15256,1.86009
3300,0.0356479,2.09027,1.86009
3400,0.0321723,1.90297,1.86009
3500,0.0290355,1.84067,1.81984
3600,0.0262045,1.6115,1.6115
3700,0.0236496,1.63234,1.59067
3800,0.0213437,1.50855,1.44565
3900,0.0192627,1.44605,1.44565
4000,0.0173846,1.40439,1.38355
4100,0.0156896,1.34189,1.34189
4200,0.0141599,1.36272,1.27939
4300,0.0127793,1.23772,1.23772
4400,0.0115333,1.23772,1.21689
4500,0.0104088,1.23772,1.21689
4600,0.00939395,1.19605,1.19605
4700,0.00847804,1.17522,1.17522
4800,0.00765143,1.15459,1.13376
4900,0.00690541,0.884767,0.884565
5000,0.00623214,0.801839,0.801839
5100,0.0056245,0.78141,0.781208
5200,0.00507611,0.739744,0.739744
