iteration,temp,current_cost,best_cost
100,0.995,2.17415,1.99086
200,0.985075,1.16591,1.16591
300,0.975249,1.47188,1.10677
400,0.965521,1.96114,1.10677
500,0.95589,1.05352,1.05352
600,0.946355,0.995856,0.995856
700,0.936915,0.998797,0.995856
800,0.927569,1.54572,0.995856
900,0.918316,1.60633,0.995856
1000,0.909156,1.06381,0.995856
1100,0.900087,1.61368,0.995856
1200,0.891109,1.55455,0.995856
1300,0.88222,1.00909,0.995856
1400,0.87342,1.01203,0.995856
1500,0.864708,1.0135,0.995856
1600,0.856082,1.0135,0.995856
1700,0.847543,1.01497,0.995856
1800,0.839089,1.01644,0.995856
1900,0.830719,1.25887,0.995856
2000,0.822432,1.01644,0.995856
2100,0.814229,1.13913,0.995856
2200,0.806107,1.38302,0.995856
2300,0.798066,1.50423,0.995856
2400,0.790105,1.38155,0.995856
2500,0.782224,1.98908,0.995856
2600,0.774421,1.44657,0.995856
2700,0.766696,1.51012,0.995856
2800,0.759048,1.81315,0.995856
2900,0.751477,1.75107,0.995856
3000,0.743981,1.57072,0.995856
3100,0.73656,1.63133,0.995856
3200,0.729212,1.39037,0.995856
3300,0.721939,2.36007,0.995856
3400,0.714737,1.94024,0.995856
3500,0.707608,1.69929,0.995856
3600,0.700549,1.39626,0.995856
3700,0.693561,1.75989,0.995856
3800,0.686643,2.36742,0.995856
3900,0.679794,2.9779,0.995856
4000,0.673013,2.85816,0.995856
4100,0.6663,2.07028,0.995856
4200,0.659653,1.52629,0.995856
4300,0.653073,1.64898,0.995856
4400,0.646559,2.13382,0.995856
4500,0.640109,1.89581,0.995856
4600,0.633724,1.71546,0.995856
4700,0.627403,1.71546,0.995856
4800,0.621145,2.08057,0.995856
4900,0.614949,2.02143,0.995856
5000,0.608815,1.17295,0.995856
5100,0.602742,1.3533,0.995856
5200,0.596729,1.59719,0.995856
5300,0.590777,1.84109,0.995856
5400,0.584884,1.90316,0.995856
5500,0.57905,1.96524,0.995856
5600,0.573274,1.78342,0.995856
5700,0.567555,1.78636,0.995856
5800,0.561894,2.15294,0.995856
5900,0.556289,2.39537,0.995856
6000,0.55074,2.51511,0.995856
6100,0.545246,2.33623,0.995856
6200,0.539808,2.39389,0.995856
6300,0.534423,2.27268,0.995856
6400,0.529092,2.81814,0.995856
6500,0.523814,1.84844,0.995856
6600,0.518589,2.27562,0.995856
6700,0.513416,1.97259,0.995856
6800,0.508295,2.45597,0.995856
6900,0.503225,2.6984,0.995856
7000,0.498205,2.94082,0.995856
7100,0.493236,2.69987,0.995856
7200,0.488316,3.12558,0.995856
7300,0.483445,2.88316,0.995856
7400,0.478622,3.3074,0.995856
7500,0.473848,2.94376,0.995856
7600,0.469121,2.76341,0.995856
7700,0.464442,2.46038,0.995856
7800,0.459809,2.34211,0.995856
7900,0.455222,2.52393,0.995856
8000,0.450682,2.70722,0.995856
8100,0.446186,2.40419,0.995856
8200,0.441735,2.58454,0.995856
8300,0.437329,2.34211,0.995856
8400,0.432967,2.16176,0.995856
8500,0.428648,2.40713,0.995856
8600,0.424372,2.16324,0.995856
8700,0.420139,3.01172,0.995856
8800,0.415948,3.31475,0.995856
8900,0.411799,3.61778,0.995856
9000,0.407691,3.49657,0.995856
9100,0.403625,3.25414,0.995856
9200,0.399598,3.31622,0.995856
9300,0.395612,3.61925,0.995856
9400,0.391666,3.67986,0.995856
9500,0.387759,3.25561,0.995856
9600,0.383891,2.59042,0.995856
9700,0.380062,2.83284,0.995856
9800,0.376271,2.71016,0.995856
9900,0.372518,2.52981,0.995856
10000,0.368802,2.4086,0.995856
10100,0.365123,2.34947,0.995856
10200,0.361481,3.07674,0.995856
10300,0.357875,2.77371,0.995856
10400,0.354305,2.7131,0.995856
10500,0.350771,2.95847,0.995856
10600,0.347272,3.01907,0.995856
10700,0.343808,3.20236,0.995856
10800,0.340379,3.68574,0.995856
10900,0.336983,3.19942,0.995856
11000,0.333622,2.957,0.995856
11100,0.330294,2.77518,0.995856
11200,0.326999,3.07821,0.995856
11300,0.323738,3.07968,0.995856
11400,0.320508,3.14176,0.995856
11500,0.317311,2.65838,0.995856
11600,0.314146,2.90227,0.995856
11700,0.311012,3.1447,0.995856
11800,0.30791,3.2053,0.995856
11900,0.304839,2.59924,0.995856
12000,0.301798,2.77959,0.995856
12100,0.298788,3.32652,0.995856
12200,0.295807,3.02348,0.995856
12300,0.292856,2.90227,0.995856
12400,0.289935,3.08409,0.995856
12500,0.287043,2.9008,0.995856
12600,0.28418,2.65838,0.995856
12700,0.281345,2.17353,0.995856
12800,0.278539,2.11292,0.995856
12900,0.27576,2.35535,0.995856
13000,0.27301,2.11439,0.995856
13100,0.270286,2.90227,0.995856
13200,0.26759,2.95994,0.995856
13300,0.264921,2.83873,0.995856
13400,0.262278,2.59483,0.995856
13500,0.259662,3.44479,0.995856
13600,0.257072,2.95994,0.995856
13700,0.254508,2.96141,0.995856
13800,0.251969,3.20383,0.995856
13900,0.249456,3.14323,0.995856
14000,0.246967,2.8402,0.995856
14100,0.244504,2.77812,0.995856
14200,0.242065,2.71898,0.995856
14300,0.23965,2.83873,0.995856
14400,0.23726,2.78106,0.995856
14500,0.234893,2.47803,0.995856
14600,0.23255,2.29621,0.995856
14700,0.23023,2.53864,0.995856
14800,0.227934,2.05379,0.995856
14900,0.22566,1.56894,0.995856
15000,0.223409,1.69015,0.995856
15100,0.221181,1.44626,0.995856
15200,0.218974,1.566,0.995856
15300,0.21679,1.69015,0.995856
15400,0.214628,1.99318,0.995856
15500,0.212487,2.72045,0.995856
15600,0.210367,2.84167,0.995856
15700,0.208269,2.53864,0.995856
15800,0.206191,2.72045,0.995856
15900,0.204135,3.08409,0.995856
16000,0.202098,2.90227,0.995856
16100,0.200082,2.96729,0.995856
16200,0.198087,2.78694,0.995856
16300,0.196111,2.72781,0.995856
16400,0.194154,2.6066,0.995856
16500,0.192218,2.48538,0.995856
16600,0.1903,2.60807,0.995856
16700,0.188402,2.72928,0.995856
16800,0.186523,2.48685,0.995856
16900,0.184662,3.09439,0.995856
17000,0.18282,2.91257,0.995856
17100,0.180997,2.67308,0.995856
17200,0.179191,2.85637,0.995856
17300,0.177404,3.0988,0.995856
17400,0.175634,2.49568,0.995856
17500,0.173882,2.55628,0.995856
17600,0.172148,2.43654,0.995856
17700,0.170431,2.19412,0.995856
17800,0.168731,2.13645,0.995856
17900,0.167047,2.25766,0.995856
18000,0.165381,2.3168,0.995856
18100,0.163731,2.13498,0.995856
18200,0.162098,2.43654,0.995856
18300,0.160481,2.55775,0.995856
18400,0.158881,2.43654,0.995856
18500,0.157296,2.37594,0.995856
18600,0.155727,2.49715,0.995856
18700,0.154173,2.982,0.995856
18800,0.152635,2.86078,0.995856
18900,0.151113,2.61983,0.995856
19000,0.149606,2.6213,0.995856
19100,0.148113,2.43948,0.995856
19200,0.146636,2.01524,0.995856
19300,0.145173,2.01524,0.995856
19400,0.143725,1.71368,0.995856
19500,0.142291,1.95611,0.995856
19600,0.140872,1.95316,0.995856
19700,0.139467,2.19706,0.995856
19800,0.138076,2.50156,0.995856
19900,0.136698,2.56217,0.995856
20000,0.135335,2.19853,0.995856
20100,0.133985,2.31827,0.995856
20200,0.132648,2.07585,0.995856
20300,0.131325,2.25766,0.995856
20400,0.130015,2.50009,0.995856
20500,0.128718,2.19706,0.995856
20600,0.127434,1.95758,0.995856
20700,0.126163,2.56511,0.995856
20800,0.124905,2.01965,0.995856
20900,0.123659,2.14086,0.995856
21000,0.122425,1.83636,0.995856
21100,0.121204,2.01818,0.995856
21200,0.119995,2.07879,0.995856
21300,0.118798,2.20294,0.995856
21400,0.117613,2.26355,0.995856
21500,0.11644,2.26502,0.995856
21600,0.115278,2.20441,0.995856
21700,0.114128,2.14381,0.995856
21800,0.11299,2.0832,0.995856
21900,0.111863,1.96346,0.995856
22000,0.110747,2.14675,0.995856
22100,0.109642,2.14969,0.995856
22200,0.108549,2.51332,0.995856
22300,0.107466,2.81635,0.995856
22400,0.106394,2.14969,0.995856
22500,0.105333,1.84813,0.995856
22600,0.104282,2.03142,0.995856
22700,0.103242,1.91168,0.995856
22800,0.102212,1.85107,0.995856
22900,0.101192,2.45713,0.995856
23000,0.100183,2.33886,0.995856
23100,0.0991837,2.15851,0.995856
23200,0.0981943,2.21912,0.995856
23300,0.0972148,2.16145,0.995856
23400,0.0962451,2.40241,0.995856
23500,0.0952851,2.3418,0.995856
23600,0.0943346,2.52509,0.995856
23700,0.0933936,2.40388,0.995856
23800,0.092462,2.34327,0.995856
23900,0.0915397,1.91903,0.995856
24000,0.0906266,1.79782,0.995856
24100,0.0897226,1.91756,0.995856
24200,0.0888276,1.97816,0.995856
24300,0.0879416,1.79635,0.995856
24400,0.0870643,1.73574,0.995856
24500,0.0861959,1.73574,0.995856
24600,0.0853361,1.79635,0.995856
24700,0.0844848,1.73574,0.995856
24800,0.0836421,1.67807,0.995856
24900,0.0828078,1.85989,0.995856
25000,0.0819818,1.91903,0.995856
25100,0.081164,2.10085,0.995856
25200,0.0803544,1.97963,0.995856
25300,0.0795529,1.9205,0.995856
25400,0.0787593,1.68102,0.995856
25500,0.0779737,1.68249,0.995856
25600,0.0771959,1.62188,0.995856
25700,0.0764259,1.68249,0.995856
25800,0.0756635,1.62041,0.995856
25900,0.0749088,1.4992,0.995856
26000,0.0741616,1.80223,0.995856
26100,0.0734218,1.80223,0.995856
26200,0.0726894,1.74162,0.995856
26300,0.0719643,1.74309,0.995856
26400,0.0712465,1.50214,0.995856
26500,0.0705358,1.74456,0.995856
26600,0.0698322,1.68249,0.995856
26700,0.0691356,1.56127,0.995856
26800,0.068446,1.68396,0.995856
26900,0.0677633,1.74162,0.995856
27000,0.0670873,1.62041,0.995856
27100,0.0664181,1.62188,0.995856
27200,0.0657556,1.98846,0.995856
27300,0.0650997,1.92785,0.995856
27400,0.0644503,1.68543,0.995856
27500,0.0638074,1.74456,0.995856
27600,0.063171,1.74456,0.995856
27700,0.0625408,1.74603,0.995856
27800,0.061917,1.50655,0.995856
27900,0.0612994,1.50655,0.995856
28000,0.0606879,1.56716,0.995856
28100,0.0600825,2.05201,0.995856
28200,0.0594832,1.99287,0.995856
28300,0.0588899,1.81105,0.995856
28400,0.0583024,1.81105,0.995856
28500,0.0577209,2.05348,0.995856
28600,0.0571451,1.87166,0.995856
28700,0.0565751,1.87166,0.995856
28800,0.0560108,1.8746,0.995856
28900,0.055452,1.99581,0.995856
29000,0.0548989,1.99581,0.995856
29100,0.0543513,2.11849,0.995856
29200,0.0538091,2.05936,0.995856
29300,0.0532724,1.81546,0.995856
29400,0.052741,1.87607,0.995856
29500,0.0522149,1.75486,0.995856
29600,0.0516941,1.63217,0.995856
29700,0.0511784,1.45036,0.995856
29800,0.0506679,1.63217,0.995856
29900,0.0501625,1.69425,0.995856
30000,0.0496621,1.57304,0.995856
30100,0.0491668,1.57451,0.995856
30200,0.0486763,1.51096,0.995856
30300,0.0481908,1.75339,0.995856
30400,0.0477101,1.81546,0.995856
30500,0.0472342,1.93668,0.995856
30600,0.046763,1.93815,0.995856
30700,0.0462965,1.87901,0.995856
30800,0.0458347,1.8184,0.995856
30900,0.0453775,1.7578,0.995856
31000,0.0449249,1.87901,0.995856
31100,0.0444768,1.8184,0.995856
31200,0.0440331,1.93962,0.995856
31300,0.0435939,1.87901,0.995856
31400,0.043159,1.8184,0.995856
31500,0.0427285,1.93962,0.995856
31600,0.0423023,1.81693,0.995856
31700,0.0418803,1.93962,0.995856
31800,0.0414626,2.06083,0.995856
31900,0.041049,2.06083,0.995856
32000,0.0406395,2.12291,0.995856
32100,0.0402341,1.94256,0.995856
32200,0.0398328,2.00611,0.995856
32300,0.0394355,1.9455,0.995856
32400,0.0390421,1.82429,0.995856
32500,0.0386527,1.70307,0.995856
32600,0.0382671,1.9455,0.995856
32700,0.0378854,1.70307,0.995856
32800,0.0375075,1.64247,0.995856
32900,0.0371333,1.64247,0.995856
33000,0.0367629,1.76221,0.995856
33100,0.0363962,1.64247,0.995856
33200,0.0360332,1.52126,0.995856
33300,0.0356737,1.34091,0.995856
33400,0.0353179,1.40152,0.995856
33500,0.0349656,1.40299,0.995856
33600,0.0346168,1.4074,0.995856
33700,0.0342715,1.34826,0.995856
